order_id,customer_id,customer_name,email,order_date,ship_date,region,channel,product_category,quantity,unit_price,discount_pct,order_status,payment_status,delivery_days,customer_age,postcode
O005461,C00852,Zainab Owusu,zainab.owusu852@example.com,17/07/2026,22/07/2026,North,Web,Electronics,6,64,5,open,pending,5,44,KV9 6PG
O009707,C02809,Samuel Evans,samuel.evans2809@example.com,06/07/2026,10/07/2026,East,Web,Electronics,6,122,15,delivered,paid,4,43,VD7 9AL
O009793,C03335,Zainab Cole,zainab.cole3335@example.com,05/07/2026,07/07/2026,North,Store,Beauty,6,47,0,shipped,paid,2,63,UY9 9VF
O003960,C05213,Grace Adeyemi,grace.adeyemi5213@example.com,03/07/2026,10/07/2026,North,Web,Fashion,2,51,0,delivered,paid,7,63,ST3 3TV
O000450,C05209,Peter Green,,29/07/2026,31/07/2026,East,Store,Beauty,7,,5,shipped,paid,2,30,P8 4FH
O000344,C03321,Amina Reyes,amina.reyes3321@example.com,25/07/2026,27/07/2026,South,Phone,Home,1,74,15,shipped,paid,2,33,E6 4YA
O006630,C02664,Ngozi Owusu,ngozi.owusu2664@example.com,28/07/2026,29/07/2026,South,Phone,Fashion,12,46,15,shipped,paid,1,61,N4 7CC
O001600,C04248,Omar Osei,omar.osei4248@example.com,09/07/2026,10/07/2026,North,Store,Fashion,11,,0,shipped,paid,1,35,KT6 4CP
O005383,C04458,Chloe Ali,,09/07/2026,12/07/2026,South,Web,Home,4,29,10,delivered,paid,3,59,T9 9UP
O006264,C01302,Ben Evans,ben.evans1302@example.com,21/07/2026,24/07/2026,South,Store,Beauty,3,58,5,shipped,paid,3,22,OW8 2HC
O003168,C04286,Maya Green,maya.green4286@example.com,02/07/2026,03/07/2026,North,Phone,Home,10,23,10,delivered,paid,1,45,S3 5WP
O006873,C02206,Lina Baker,lina.baker2206@example.com,16/07/2026,21/07/2026,East,Phone,Home,12,86,5,delivered,paid,5,68,L1 1KH
O002141,C04498,Ben Reyes,ben.reyes4498@example.com,21/07/2026,25/07/2026,West,Phone,Electronics,4,54,0,shipped,paid,4,65,WE8 2PA
O007060,C02997,Kwame Yusuf,kwame.yusuf2997@example.com,28/07/2026,02/08/2026,North,Web,Home,9,86,0,delivered,paid,5,58,V5 4HG
O007033,C01689,Amina Okafor,amina.okafor1689@example.com,30/07/2026,03/08/2026,East,Store,Home,1,104,5,shipped,paid,4,45,P5 7RR
O005912,C05055,Maya Park,maya.park5055@example.com,16/07/2026,18/07/2026,West,Phone,Beauty,2,67,15,delivered,paid,2,21,OG7 1MH
O000025,C04585,Aisha Park,aisha.park4585@example.com,13/07/2026,17/07/2026,East,Phone,Fashion,5,38,15,shipped,paid,4,43,AA2 4PC
O002645,C04834,Jon Hassan,jon.hassan4834@example.com,27/07/2026,30/07/2026,East,Web,Electronics,7,115,5,shipped,paid,3,36,N4 2UC
O002626,C05374,Mary Bello,mary.bello5374@example.com,24/07/2026,31/07/2026,East,Web,Beauty,12,41,0,cancelled,pending,7,57,YD4 7QS
O002370,C02002,Chloe White,chloe.white2002@example.com,29/07/2026,04/08/2026,East,Web,Beauty,6,45,10,delivered,pending,6,57,E7 4VH
O007683,C04204,Amara Hassan,amara.hassan4204@example.com,13/07/2026,16/07/2026,North,Phone,Beauty,4,19,20,shipped,paid,3,61,BA6 6ZG
O008191,C02619,Maya Brown,maya.brown2619@example.com,05/07/2026,11/07/2026,North,Phone,Fashion,2,29,0,delivered,paid,6,46,LJ3 0EM
O001410,C02118,Liam James,,03/07/2026,04/07/2026,West,Phone,Home,9,101,10,shipped,paid,1,35,M8 6SK
O003482,C01219,Helen King,helen.king1219@example.com,11/07/2026,17/07/2026,East,Store,Home,1,45,0,open,paid,6,52,FP7 1AH
O000511,C04208,Chloe Mensah,chloe.mensah4208@example.com,01/07/2026,04/07/2026,East,Phone,Fashion,8,17,15,shipped,paid,3,64,H6 3VD
O001855,C04829,Peter Li,peter.li4829@example.com,24/07/2026,31/07/2026,South,Store,Fashion,4,36,0,shipped,paid,7,44,HY5 3LA
O000282,C04758,Ruth Ibrahim,ruth.ibrahim4758@example.com,18/07/2026,24/07/2026,North,Phone,Electronics,2,,0,open,pending,6,27,LM1 6NJ
O001017,C04813,Ruth James,ruth.james4813@example.com,27/07/2026,31/07/2026,South,Web,Fashion,5,44,15,shipped,pending,4,69,WF2 1QZ
O001729,C00130,Mo Green,mo.green130@example.com,22/07/2026,29/07/2026,East,Store,Electronics,3,267,0,shipped,paid,7,68,G8 1LF
O005823,C02349,Kofi King,kofi.king2349@example.com,16/07/2026,20/07/2026,West,Store,Home,5,59,0,returned,refund_pending,4,23,A4 5TS
O001295,C00392,Mary Smith,mary.smith392@example.com,23/07/2026,26/07/2026,West,Phone,Electronics,6,259,0,shipped,paid,3,18,TO3 3KX
O004126,C04337,Amina Reyes,amina.reyes4337@example.com,11/07/2026,13/07/2026,West,Store,Beauty,8,60,10,shipped,paid,2,69,H6 2TK
O004620,C00690,Grace Ali,grace.ali690@example.com,22/07/2026,25/07/2026,North,Phone,Fashion,1,45,0,open,pending,3,41,KL6 7UE
O009617,C02722,Lina Reyes,lina.reyes2722@example.com,10/07/2026,16/07/2026,South,Web,Beauty,2,39,15,returned,refund_pending,6,42,JL3 7XE
O009217,C03204,Leo Reyes,leo.reyes3204@example.com,12/07/2026,19/07/2026,West,Phone,Beauty,1,29,0,shipped,paid,7,67,RL7 9AO
O005909,C01456,Chloe Yusuf,chloe.yusuf1456@example.com,30/07/2026,03/08/2026,South,Web,Fashion,8,45,20,shipped,paid,4,60,OX8 6OC
O000873,C02424,Peter Green,peter.green2424@example.com,23/07/2026,24/07/2026,North,Store,Beauty,10,39,0,shipped,paid,1,48,RC1 0PG
O006973,C05187,Aisha James,aisha.james5187@example.com,23/07/2026,26/07/2026,North,Web,Home,12,26,15,shipped,paid,3,41,N2 4VF
O002227,C04867,Yusuf Ibrahim,yusuf.ibrahim4867@example.com,19/07/2026,22/07/2026,West,Store,Home,5,16,0,shipped,paid,3,42,K2 4XZ
O002982,C04476,Yusuf Nwosu,yusuf.nwosu4476@example.com,28/07/2026,31/07/2026,West,Store,Fashion,2,44,20,delivered,paid,3,32,F8 7FA
O000110,C01495,David Farah,david.farah1495@example.com,12/07/2026,18/07/2026,South,Web,Fashion,9,18,5,open,paid,6,68,TN9 5SH
O001527,C04266,Amara Stone,amara.stone4266@example.com,03/07/2026,07/07/2026,East,Store,Home,12,111,15,returned,paid,4,40,NC6 6VQ
O006137,C03738,Ben Hassan,ben.hassan3738@example.com,21/07/2026,24/07/2026,West,Web,Fashion,4,46,0,open,pending,3,32,AW1 6VH
O009123,C04989,Zainab Carter,zainab.carter4989@example.com,05/07/2026,11/07/2026,South,Phone,Home,2,109,0,shipped,paid,6,28,Y8 8PT
O003032,C05280,Zainab Green,zainab.green5280@example.com,10/07/2026,12/07/2026,South,Store,Home,1,51,0,returned,refund_pending,2,44,Y1 3QX
O003106,C02398,Ruth White,ruth.white2398@example.com,21/07/2026,26/07/2026,North,Store,Beauty,3,51,10,shipped,paid,5,67,NK6 6HB
O004229,C02567,Amara Okafor,amara.okafor2567@example.com,19/07/2026,22/07/2026,West,Web,Electronics,12,189,0,shipped,paid,3,60,P5 7KT
O001225,C02366,Samuel James,samuel.james2366@example.com,09/07/2026,11/07/2026,West,Phone,Fashion,9,57,0,cancelled,refund_pending,2,24,X6 3MT
O001884,C05342,Helen Yusuf,helen.yusuf5342@example.com,13/07/2026,20/07/2026,West,Web,Fashion,4,58,10,shipped,paid,7,24,K7 6ZM
O005368,C00438,Amara Park,amara.park438@example.com,23/07/2026,29/07/2026,North,Web,Fashion,5,51,0,open,pending,6,54,VW9 6OL
O001020,C05141,Nadia Stone,,12/07/2026,17/07/2026,East,Store,Fashion,2,43,20,pending_review,paid,5,66,R6 0OY
O000007,C01121,Leo Ali,leo.ali1121@example.com,18/07/2026,21/07/2026,North,Store,Fashion,10,26,20,shipped,paid,3,44,BL7 5RO
O009009,C03087,Tom Farah,tom.farah3087@example.com,22/07/2026,26/07/2026,East,Web,Electronics,5,55,15,delivered,paid,4,46,R4 7NY
O000055,C03082,Robert Nwosu,robert.nwosu3082@example.com,28/07/2026,03/08/2026,West,Web,Electronics,12,73,0,delivered,paid,6,59,B3 1BU
O000069,C02955,Robert Nwosu,robert.nwosu2955@example.com,20/07/2026,23/07/2026,East,Store,Beauty,4,31,20,shipped,paid,3,56,BG1 5AM
O002483,C04399,Maya Reyes,maya.reyes4399@example.com,29/07/2026,02/08/2026,East,Store,Home,9,48,15,delivered,paid,4,70,K1 5MV
O006719,C03687,Grace Smith,grace.smith3687@example.com,07/07/2026,12/07/2026,North,Web,Fashion,1,40,10,cancelled,pending,5,40,MA2 3CU
O009798,C01455,Ngozi Reyes,ngozi.reyes1455@example.com,08/07/2026,14/07/2026,North,Store,Electronics,6,175,0,shipped,paid,6,39,M4 8HV
O000329,C03881,Priya Evans,priya.evans3881@example.com,03/07/2026,09/07/2026,West,Web,Beauty,12,28,0,shipped,paid,6,60,S5 7PQ
O006412,C01548,Ben Ade,ben.ade1548@example.com,14/07/2026,19/07/2026,South,Web,Beauty,9,59,10,shipped,paid,5,35,MX4 8VE
O004366,C04596,Marcus Ibrahim,marcus.ibrahim4596@example.com,06/07/2026,08/07/2026,North,Store,Electronics,12,138,20,returned,refund_pending,2,64,AA8 1YQ
O004892,C01102,Daniel Osei,daniel.osei1102@example.com,28/07/2026,02/08/2026,North,Web,Beauty,8,57,5,cancelled,pending,5,24,VL7 6MZ
O001302,C02398,Ruth White,ruth.white2398@example.com,24/07/2026,30/07/2026,West,Web,Electronics,6,140,20,shipped,pending,6,18,NK6 6HB
O009673,C01221,Femi Noor,femi.noor1221@example.com,05/07/2026,07/07/2026,South,Web,Fashion,1,44,5,shipped,paid,2,19,R3 8TP
O007134,C02186,Grace Brown,grace.brown2186@example.com,24/07/2026,28/07/2026,East,Web,Electronics,4,206,0,shipped,paid,4,29,BW9 0YR
O005586,C00294,Omar Cole,,21/07/2026,27/07/2026,West,Phone,Home,7,53,0,shipped,paid,6,57,O3 2YF
O001390,C05153,Fatima Osei,,01/07/2026,02/07/2026,North,Phone,Beauty,12,36,0,shipped,paid,1,34,MR2 2SM
O006418,C03052,Kofi Yusuf,kofi.yusuf3052@example.com,04/07/2026,11/07/2026,North,Phone,Electronics,11,185,15,cancelled,refund_pending,7,21,YG1 9AQ
O002356,C04283,Helen Evans,helen.evans4283@example.com,07/07/2026,13/07/2026,East,Phone,Home,11,112,10,shipped,paid,6,37,X5 0QS
O002952,C00899,Maya Carter,maya.carter899@example.com,23/07/2026,25/07/2026,South,Store,Electronics,8,210,15,delivered,paid,2,41,A4 6KS
O011049,C90049,J. Ade,,06/07/2026,12/07/2026,West,Store,Electronics,9,240,0,returned,refund_pending,6,64,FB7 7DW
O004711,C04821,Jon James,jon.james4821@example.com,30/07/2026,31/07/2026,North,Phone,Home,6,34,0,delivered,paid,1,50,M5 8PW
O000246,C02140,Leo Green,leo.green2140@example.com,02/07/2026,05/07/2026,,Store,Electronics,6,282,0,open,paid,3,54,TH5 8HJ
O007399,C03828,Ruth Ade,ruth.ade3828@example.com,21/07/2026,25/07/2026,East,Web,Fashion,1,48,5,delivered,paid,4,43,U3 0HQ
O005749,C01278,Samuel King,samuel.king1278@example.com,18/07/2026,24/07/2026,East,Phone,Fashion,12,22,0,shipped,paid,6,34,YU5 2ZG
O003773,C01905,Ben Reyes,ben.reyes1905@example.com,07/07/2026,11/07/2026,West,Store,Fashion,7,56,0,open,pending,4,67,TG6 1QC
O004644,C01365,Tom Cole,tom.cole1365@example.com,10/07/2026,13/07/2026,West,Store,Electronics,10,108,0,cancelled,refund_pending,3,56,U1 9KT
O001938,C01541,Mary Okafor,mary.okafor1541@example.com,16/07/2026,19/07/2026,North,Store,Home,7,89,0,shipped,paid,3,55,M7 6WT
O001572,C02680,Kwame Farah,kwame.farah2680@example.com,17/07/2026,21/07/2026,South,Web,Fashion,2,52,15,returned,refund_pending,4,43,W7 1CL
O001012,C02188,Kofi Osei,kofi.osei2188@example.com,19/07/2026,26/07/2026,North,Phone,Fashion,2,21,15,delivered,paid,7,24,TU7 0WE
O004710,C00733,Samuel Hassan,,12/07/2026,15/07/2026,West,Phone,Beauty,5,22,10,shipped,paid,3,25,NF5 3TS
O008998,C03453,Amina Carter,amina.carter3453@example.com,18/07/2026,22/07/2026,,Store,Electronics,7,182,15,delivered,paid,4,54,XW2 3LC
O004768,C03182,Ella Khan,ella.khan3182@example.com,24/07/2026,28/07/2026,East,Phone,Home,7,104,0,shipped,paid,4,56,AE3 7VM
O004329,C02912,Mary Park,mary.park2912@example.com,11/07/2026,18/07/2026,West,Phone,Home,1,51,10,delivered,paid,7,37,M7 2RU
O007632,C04339,Lina Noor,lina.noor4339@example.com,03/07/2026,09/07/2026,West,Phone,Electronics,2,191,0,open,pending,6,25,LD5 0YA
O000453,C03717,Fatima Brown,fatima.brown3717@example.com,20/07/2026,21/07/2026,West,Store,Home,9,117,5,shipped,paid,1,50,KB4 2AN
O009959,C03493,Ella Bello,ella.bello3493@example.com,09/07/2026,10/07/2026,West,Store,Fashion,10,54,0,shipped,pending,1,20,R3 0DJ
O006985,C01777,Daniel Cole,daniel.cole1777@example.com,03/07/2026,09/07/2026,East,Store,Beauty,4,15,0,open,paid,6,33,K2 7GQ
O004182,C01313,Ruth Bello,ruth.bello1313@example.com,01/07/2026,05/07/2026,North,Phone,Electronics,1,280,20,shipped,pending,4,50,FN7 3AE
O009940,C04559,Ella Yusuf,ella.yusuf4559@example.com,24/07/2026,31/07/2026,West,Web,Home,2,46,5,shipped,paid,7,29,DK1 2GQ
O002254,C02699,Samuel Yusuf,samuel.yusuf2699@example.com,20/07/2026,22/07/2026,West,Phone,Fashion,9,50,0,shipped,paid,2,66,WC7 0DR
O005124,C01168,Rita Farah,rita.farah1168@example.com,09/07/2026,13/07/2026,West,Web,Fashion,4,27,20,shipped,pending,4,57,L6 9XD
O005800,C02674,Marcus King,marcus.king2674@example.com,08/07/2026,10/07/2026,East,Web,Fashion,2,59,15,shipped,pending,2,24,Y3 7ZK
O003093,C04640,Rita Ibrahim,rita.ibrahim4640@example.com,30/07/2026,01/08/2026,East,Store,Electronics,10,58,15,shipped,paid,2,22,U7 8UY
O000259,C01808,Nadia Owusu,,02/07/2026,09/07/2026,North,Phone,Beauty,7,40,15,delivered,paid,7,63,L7 6GO
O002069,C03800,Liam Nwosu,liam.nwosu3800@example.com,10/07/2026,16/07/2026,West,Store,Fashion,1,52,5,delivered,paid,6,25,VE9 0QH
O009582,C00105,Ben Baker,ben.baker105@example.com,07/07/2026,12/07/2026,West,Web,Home,9,116,5,delivered,paid,5,60,T5 5CT
O002147,C01602,Hana Smith,hana.smith1602@example.com,04/07/2026,05/07/2026,North,Store,Beauty,9,59,0,shipped,paid,1,44,RR5 8VA
O002862,C01656,Paul Cole,paul.cole1656@example.com,12/07/2026,17/07/2026,East,Store,Beauty,2,55,10,shipped,paid,5,53,P4 5SP
O007562,C04180,Peter Baker,peter.baker4180@example.com,28/07/2026,29/07/2026,West,Web,Beauty,12,48,20,cancelled,refund_pending,1,59,B9 1MV
O001214,C01676,Jon Owusu,jon.owusu1676@example.com,22/07/2026,29/07/2026,South,Phone,Fashion,10,50,15,delivered,paid,7,34,J9 6BR
O006974,C04962,Leo Owusu,leo.owusu4962@example.com,04/07/2026,11/07/2026,East,Store,Electronics,8,102,10,shipped,paid,7,31,WL1 1BO
O004197,C00527,Priya Green,priya.green527@example.com,04/07/2026,09/07/2026,South,Phone,Home,2,94,10,open,paid,5,34,O2 3MP
O002892,C00488,Maya Okafor,maya.okafor488@example.com,05/07/2026,09/07/2026,East,Store,Beauty,1,30,20,delivered,paid,4,34,MK7 8KL
O007077,C00301,Liam Mensah,liam.mensah301@example.com,25/07/2026,30/07/2026,West,Phone,Fashion,2,31,10,delivered,paid,5,62,J5 3ZE
O001970,C04960,Tom Li,tom.li4960@example.com,26/07/2026,01/08/2026,East,Web,Home,3,83,5,shipped,pending,6,44,EB9 9SJ
O000733,C02838,Paul Ibrahim,paul.ibrahim2838@example.com,20/07/2026,23/07/2026,North,Web,Electronics,7,170,5,delivered,paid,3,19,O5 1ZR
O004326,C00999,Hana Nwosu,hana.nwosu999@example.com,18/07/2026,,East,Phone,Beauty,1,52,10,open,pending,1,43,U2 0BC
O003853,C03878,Ben Carter,ben.carter3878@example.com,14/07/2026,18/07/2026,South,Phone,Home,1,11,5,delivered,paid,4,53,TU5 3RX
O009608,C02748,Mary Ibrahim,mary.ibrahim2748@example.com,28/07/2026,01/08/2026,North,Web,Home,12,119,20,shipped,paid,4,64,MU7 8PU
O006560,C01214,Amina Ali,amina.ali1214@example.com,30/07/2026,05/08/2026,West,Phone,Beauty,8,,15,delivered,pending,6,19,XG3 2WO
O004195,C04469,Marcus Carter,marcus.carter4469,20/07/2026,,North,Web,Electronics,6,170,20,returned,refund_pending,6,27,NO6 2RD
O003160,C01836,Amara Mensah,amara.mensah1836@example.com,15/07/2026,17/07/2026,West,Store,Home,6,11,15,shipped,paid,2,60,AL6 8FJ
O001322,C02129,Liam Brown,liam.brown2129@example.com,09/07/2026,11/07/2026,East,Web,Electronics,5,226,15,shipped,paid,2,49,O9 4SW
O002811,C01916,Maya Green,maya.green1916@example.com,16/07/2026,,West,Store,Home,1,29,20,delivered,paid,1,31,PF7 0WE
O000712,C02236,Amara Khan,amara.khan2236@example.com,27/07/2026,29/07/2026,North,Store,Home,7,11,5,delivered,paid,2,60,A2 4LB
O003623,C03042,Kwame James,kwame.james3042@example.com,01/07/2026,07/07/2026,West,Web,Fashion,12,58,10,shipped,paid,6,37,J4 2RJ
O004749,C00424,Jon Evans,jon.evans424@example.com,16/07/2026,22/07/2026,West,Phone,Electronics,11,108,10,shipped,paid,6,21,PP1 1RY
O009499,C04089,Jon King,jon.king4089@example.com,21/07/2026,23/07/2026,South,Store,Fashion,5,27,15,shipped,failed,2,57,F9 9NL
O000579,C02161,Hana Cole,hana.cole2161@example.com,28/07/2026,04/08/2026,West,Store,Fashion,8,56,20,returned,refund_pending,7,56,F5 4UQ
O006936,C02545,Omar Khan,omar.khan2545@example.com,09/07/2026,15/07/2026,South,Web,Fashion,1,43,0,cancelled,refund_pending,6,36,X3 8UT
O001310,C01704,Paul James,paul.james1704@example.com,17/07/2026,22/07/2026,North,Web,Beauty,10,58,20,open,paid,5,36,V4 8PC
O003461,C04260,Peter King,peter.king4260@example.com,08/07/2026,15/07/2026,West,Store,Fashion,5,54,15,shipped,paid,7,28,L3 8RN
O001538,C02516,Maya Nwosu,maya.nwosu2516@example.com,05/07/2026,12/07/2026,North,Store,Beauty,4,60,0,cancelled,refund_pending,7,53,BP1 1TH
O007991,C04178,Fatima Ali,fatima.ali4178@example.com,05/07/2026,11/07/2026,South,Store,Electronics,2,281,15,delivered,paid,6,69,AF7 4JF
O002138,C04490,Leo Li,leo.li4490@example.com,02/07/2026,06/07/2026,South,Phone,Fashion,2,57,10,shipped,paid,4,67,L6 1KX
O002124,C01519,Aisha White,aisha.white1519@example.com,19/07/2026,21/07/2026,West,Phone,Home,6,106,0,delivered,paid,2,68,M1 8GA
O009542,C04300,Robert Farah,robert.farah4300@example.com,18/07/2026,20/07/2026,North,Phone,Fashion,10,28,20,shipped,paid,2,55,W4 8LG
O002846,C03234,Ivy Farah,ivy.farah3234@example.com,18/07/2026,22/07/2026,North,Phone,Electronics,12,165,5,shipped,paid,4,55,HD7 4HA
O004780,C05148,Ruth White,ruth.white5148@example.com,22/07/2026,27/07/2026,East,Phone,Fashion,9,32,0,shipped,failed,5,48,CT9 3FV
O002804,C03963,Kwame Smith,kwame.smith3963@example.com,29/07/2026,05/08/2026,West,Phone,Electronics,4,56,0,cancelled,refund_pending,7,28,G3 8LO
O004861,C00283,Daniel White,daniel.white283@example.com,05/07/2026,07/07/2026,South,Web,Beauty,10,53,20,shipped,paid,2,40,TU8 7FJ
O008893,C05319,Nadia Bello,nadia.bello5319@example.com,02/07/2026,04/07/2026,East,Web,Home,2,19,0,shipped,paid,2,20,WU1 2TW
O007890,C04420,Fatima Green,fatima.green4420@example.com,17/07/2026,19/07/2026,West,Store,Beauty,1,41,10,shipped,paid,2,59,X1 3WN
O007286,C01830,Maya Bello,maya.bello1830@example.com,08/07/2026,13/07/2026,South,Phone,Home,5,48,15,delivered,paid,5,53,R2 5SP
O001867,C05182,Lina Diallo,lina.diallo5182@example.com,08/07/2026,11/07/2026,East,Store,Home,4,56,20,cancelled,pending,3,63,O8 5TR
O003345,C01430,Ruth Okafor,ruth.okafor1430@example.com,19/07/2026,23/07/2026,South,Store,Fashion,1,41,20,delivered,pending,4,49,FR3 1EX
O008451,C00101,Maya Ali,maya.ali101@example.com,23/07/2026,27/07/2026,North,Phone,Electronics,3,187,0,delivered,paid,4,43,U7 3UF
O004800,C05103,Kwame Ali,kwame.ali5103@example.com,01/07/2026,06/07/2026,West,Web,Beauty,9,58,10,open,paid,5,20,AY7 6QT
O005020,C02649,Rita James,rita.james2649@example.com,10/07/2026,16/07/2026,West,Phone,Home,6,61,10,shipped,paid,6,28,XP9 9LE
O003366,C03198,Zainab Baker,zainab.baker3198@example.com,11/07/2026,12/07/2026,West,Store,Home,5,33,10,shipped,paid,1,26,T3 7DJ
O001008,C03166,Amina Hassan,amina.hassan3166@example.com,09/07/2026,14/07/2026,South,Web,Home,12,64,0,delivered,paid,5,35,LM5 8MM
O000381,C02479,Leo Farah,leo.farah2479@example.com,05/07/2026,11/07/2026,South,Phone,Beauty,5,70,0,delivered,paid,6,34,P8 1FD
O003605,C00137,Fatima Reyes,fatima.reyes137@example.com,22/07/2026,26/07/2026,South,Store,Fashion,8,39,5,cancelled,refund_pending,4,69,FN6 9SH
O001059,C05308,Daniel Ade,daniel.ade5308@example.com,06/07/2026,13/07/2026,North,Web,Beauty,5,43,10,shipped,pending,7,28,DP9 7YZ
O007960,C01282,Paul White,paul.white1282@example.com,15/07/2026,16/07/2026,East,Store,Fashion,9,54,20,shipped,paid,1,40,G1 3HD
O003996,C05253,David Diallo,david.diallo5253@example.com,04/07/2026,08/07/2026,South,Phone,Fashion,6,48,5,shipped,paid,4,22,UK2 2GJ
O004878,C03688,Rita Baker,rita.baker3688@example.com,24/07/2026,26/07/2026,South,Web,Fashion,5,19,0,open,pending,2,61,W9 9LJ
O002452,C03171,Paul Carter,paul.carter3171@example.com,04/07/2026,06/07/2026,East,Phone,Electronics,8,43,15,cancelled,refund_pending,2,32,J2 0YE
O003743,C03247,Chen Baker,chen.baker3247@example.com,25/07/2026,29/07/2026,East,Web,Home,6,13,0,shipped,paid,4,35,PX2 7MT
O007118,C04170,Ivy Cole,ivy.cole4170@example.com,21/07/2026,28/07/2026,West,Web,Beauty,2,20,5,cancelled,refund_pending,7,28,P3 7SR
O000888,C02755,Grace Okafor,grace.okafor2755@example.com,30/07/2026,04/08/2026,South,Phone,Electronics,8,89,10,open,pending,5,29,P9 6NJ
O006938,C02615,David Nwosu,david.nwosu2615@example.com,11/07/2026,15/07/2026,North,Web,Electronics,9,140,0,shipped,paid,4,45,GL3 9MX
O003375,C03394,Ivy Cole,ivy.cole3394@example.com,27/07/2026,02/08/2026,North,Web,Beauty,8,32,0,shipped,paid,6,20,JT1 7CT
O009484,C01627,Mary Green,mary.green1627@example.com,05/07/2026,07/07/2026,North,Web,Electronics,8,161,20,shipped,pending,2,62,YX2 4QG
O003678,C02289,Chloe Mensah,chloe.mensah2289@example.com,27/07/2026,,North,Store,Home,6,34,15,delivered,paid,1,19,JC9 1FR
O000997,C01838,Aisha Cole,aisha.cole1838@example.com,07/07/2026,14/07/2026,East,Web,Beauty,8,66,10,shipped,paid,7,27,F5 1AG
O007480,C03319,Robert James,robert.james3319@example.com,21/07/2026,24/07/2026,North,Phone,Electronics,11,81,0,shipped,paid,3,19,OP8 4HJ
O008179,C02163,Peter Li,peter.li2163@example.com,16/07/2026,19/07/2026,North,Store,Beauty,4,26,10,shipped,paid,3,38,SK2 4WH
O009585,C01132,Ruth Yusuf,ruth.yusuf1132@example.com,20/07/2026,24/07/2026,East,Web,Beauty,11,20,20,cancelled,paid,4,62,P7 8QW
O000479,C01425,Hana Owusu,hana.owusu1425@example.com,27/07/2026,30/07/2026,North,Web,Fashion,8,26,0,shipped,pending,3,46,Y6 5TA
O000952,C03650,Leo Baker,leo.baker3650@example.com,18/07/2026,24/07/2026,West,Store,Fashion,7,54,10,cancelled,refund_pending,6,19,EW4 6UN
O007059,C00389,Sam Ibrahim,sam.ibrahim389@example.com,28/07/2026,31/07/2026,South,Phone,Fashion,10,31,0,open,pending,3,55,AO3 3EQ
O008490,C00199,Priya Osei,priya.osei199@example.com,01/07/2026,03/07/2026,North,Web,Fashion,7,1320,15,shipped,paid,2,57,L9 5OR
O008046,C05207,Sam Green,sam.green5207@example.com,11/07/2026,18/07/2026,East,Web,Fashion,5,18,15,shipped,paid,7,55,LP4 2QL
O004251,C00307,Rita White,rita.white307@example.com,06/07/2026,08/07/2026,East,Phone,Home,2,17,10,shipped,paid,2,36,WO4 7HM
O001752,C02345,Nadia Brown,nadia.brown2345@example.com,06/07/2026,09/07/2026,North,Web,Beauty,7,13,20,open,pending,3,64,F5 6ZW
O000507,C05137,Amara James,amara.james5137@example.com,26/07/2026,28/07/2026,North,Phone,Fashion,3,25,20,shipped,paid,2,61,UJ3 0WB
O008381,C04592,Kofi Cole,kofi.cole4592@example.com,17/07/2026,18/07/2026,North,Web,Electronics,4,84,10,shipped,paid,1,43,MD2 9JK
O006761,C05464,Lina Yusuf,lina.yusuf5464@example.com,30/07/2026,31/07/2026,East,Phone,Home,1,21,0,open,pending,1,42,AM3 5YW
O007848,C01919,Peter King,peter.king1919@example.com,27/07/2026,01/08/2026,South,Store,Fashion,8,59,0,open,paid,5,26,BY6 7FZ
O000377,C02025,Robert Brown,robert.brown2025@example.com,05/07/2026,06/07/2026,East,Web,Home,4,101,0,shipped,paid,1,52,UH6 6MT
O008530,C01377,Daniel Brown,daniel.brown1377@example.com,16/07/2026,22/07/2026,North,Phone,Beauty,2,65,0,shipped,paid,6,66,K6 4BP
O007576,C01963,Marcus White,marcus.white1963@example.com,17/07/2026,24/07/2026,South,Phone,Home,8,17,5,cancelled,refund_pending,7,48,RH2 3AT
O002332,C05194,Paul Stone,paul.stone5194@example.com,11/07/2026,13/07/2026,South,Store,Electronics,11,134,0,delivered,paid,2,46,L3 4SL
O003803,C00228,Ruth Cole,ruth.cole228@example.com,28/07/2026,30/07/2026,West,Store,Electronics,12,235,0,open,paid,2,47,S1 1FD
O003718,C04516,Ngozi Ibrahim,ngozi.ibrahim4516@example.com,04/07/2026,06/07/2026,West,Phone,Fashion,7,49,0,returned,refund_pending,2,47,ND2 6EX
O005793,C00773,Grace Smith,grace.smith773@example.com,17/07/2026,22/07/2026,North,Web,Fashion,9,21,0,open,pending,5,51,U9 3LO
O009768,C00122,Priya Diallo,,08/07/2026,13/07/2026,South,Phone,Beauty,6,65,20,cancelled,refund_pending,5,64,D5 7RH
O009058,C00730,Amara Hassan,amara.hassan730@example.com,16/07/2026,23/07/2026,South,Web,Electronics,8,58,20,shipped,paid,7,19,E1 0PF
O005700,C04369,Mary Yusuf,mary.yusuf4369@example.com,25/07/2026,26/07/2026,South,Phone,Beauty,3,33,0,open,pending,1,69,O4 2CU
O003936,C03238,Rita Hassan,rita.hassan3238@example.com,27/07/2026,28/07/2026,East,Web,Home,11,80,10,shipped,pending,1,40,N8 9DE
O007725,C01223,Aisha Khan,,19/07/2026,24/07/2026,South,Phone,Electronics,11,279,0,shipped,paid,5,35,N2 7ZF
